,URL,building,district,neighborhood,price,beds,baths,surface,lat,long,highlights,furnishing,amenities,completion_year,floor,price_sqf,views,discounted,cheap,distressed,investment,tenanted,vacant,metro,furnished,condition,upgraded,luxury,median_sqf,diff_percent,valuation
474,"https://www.bayut.com/property/details-5808057.html
",Sadaf 2,Jumeirah Beach Residence (JBR),Sadaf,1900000,2.0,4,1907.0,25.080376,55.138238,"2 + Spacious Maids, Great Location, Bright & Open Layout",Unfurnished,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Centrally Air-Conditioned', 'Parking Spaces', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Completion Year: 2006', 'First Aid Medical Center', 'Swimming Pool', 'Kids Play Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Security Staff', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge']",2006,,996.3293130571578,0,0,0,0,0,0,0,0,0,0,,0,1955.633391710449,-49.053369753226505,good value
484,"https://www.bayut.com/property/details-5804265.html
",,Jumeirah Village Circle (JVC),Fortunato,1430000,3.0,4,2349.0,25.066447,55.212973,"Bright & Spacious, Pool View, Tenanted",,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Centrally Air-Conditioned', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2010', 'Gym or Health Club', 'Swimming Pool', 'Kids Play Area', 'Lawn or Garden', 'Waste Disposal', 'Maintenance Staff', 'Security Staff', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge']",2010,,608.7696892294593,1,0,0,0,0,1,0,0,0,0,,0,900.4634794156707,-32.39373909705894,good value
493,"https://www.bayut.com/property/details-5775553.html
",Al Shahla,Palm Jumeirah,Shoreline Apartments,1650000,1.0,2,1144.0,25.108606217484,55.146567374468,"Private Beach Access, Good Investment",,"['Balcony or Terrace', 'Parking Spaces']",0,,1442.3076923076924,0,0,0,0,1,0,0,0,0,0,,0,2158.894645941278,-33.19230769230769,good value
500,"https://www.bayut.com/property/details-5785960.html
",,Jumeirah Village Circle (JVC),Cappadocia,430000,1.0,2,820.0000000000001,25.051247,55.212146,"Spacious Apt, Ready to Move, Pool View",,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Jacuzzi', 'Parking Spaces', 'Centrally Air-Conditioned', 'Storage Areas', 'Balcony or Terrace', 'Lobby in Building', 'Elevators in Building', 'Service Elevators', 'Completion Year: 2010', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Lawn or Garden', 'Waste Disposal', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2010,,524.3902439024389,1,0,0,0,0,0,0,0,0,0,,0,813.2859142247321,-35.52203047776675,good value
512,"https://www.bayut.com/property/details-5788423.html
",Bahar 1,Jumeirah Beach Residence (JBR),Bahar,3849990,2.0,2,2963.0,25.077203,55.13566,Fully Upgraded 2BR Terrace Aprt with Sea View,,"['Balcony or Terrace', 'Parking Spaces', 'Centrally Air-Conditioned', 'Storage Areas', 'Parking Spaces', 'Centrally Air-Conditioned', 'Storage Areas', 'Study Room', 'Balcony or Terrace', 'Lobby in Building', 'Completion Year: 2006', 'Kids Play Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Security Staff', 'Laundry Room', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge']",2006,,1299.3553830577118,1,0,0,0,0,0,0,0,0,0,,0,1872.07488299532,-30.592766621667238,good value
518,"https://www.bayut.com/property/details-5810370.html
",,Jumeirah Village Circle (JVC),Astoria Residence,1200000,3.0,4,2056.0,25.06526,55.211685,"PERFECT UNIT FOR INVESTMENT,, PRIME LOCATION,, SPACIOUS,, CALL NOW !!",Unfurnished,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Sauna', 'Parking Spaces', 'Centrally Air-Conditioned', 'Storage Areas', 'Balcony or Terrace', 'Lobby in Building', 'Completion Year: 2009', 'Reception/Waiting Room', 'Gym or Health Club', 'Swimming Pool', 'Sauna', 'Steam Room', 'Kids Play Area', 'Lawn or Garden', 'Waste Disposal', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2009,,583.6575875486382,0,0,0,0,1,0,0,0,0,0,,0,900.4634794156707,-35.18253645029718,good value
527,"https://www.bayut.com/property/details-5752668.html
",Sadaf 8,Jumeirah Beach Residence (JBR),Sadaf,2250000,4.0,5,2700.0,25.080684533226,55.138990914355,"4BR+MAID, PARTIAL SEA VIEW, VACANT, HUGE APARTMENT",Unfurnished,"['Balcony or Terrace', 'Parking Spaces: 2', 'Maids Room', 'Swimming Pool', 'Parking Spaces: 2', 'Centrally Air-Conditioned', 'Central Heating', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2006', 'Reception/Waiting Room', 'Flooring', 'First Aid Medical Center', 'Gym or Health Club', 'Swimming Pool', 'Kids Play Area', 'Lawn or Garden', 'Barbeque Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Security Staff', 'CCTV Security', 'Laundry Room', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge', 'Maids Room', 'Floor: 8', 'View', 'Freehold']",2006,8.0,833.3333333333334,1,0,0,0,0,0,1,0,0,0,,0,1258.2781456953642,-33.7719298245614,good value
535,"https://www.bayut.com/property/details-5667962.html
",,Dubai Marina,Marina Pinnacle,650000,1.0,2,845.0000000000001,25.08869934082,55.14820098877,"Dubai Skyline View, Vacant, Investor Deal",Unfurnished,"['Balcony or Terrace', 'Parking Spaces', 'Jacuzzi', 'Sauna', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2008', 'Gym or Health Club', 'Jacuzzi', 'Sauna', 'Steam Room', 'Waste Disposal', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2008,,769.2307692307692,1,0,0,0,1,0,1,0,0,0,,0,1524.779462290593,-49.55134245609554,good value
544,"https://www.bayut.com/property/details-5757548.html
",,Jumeirah Village Circle (JVC),Cappadocia,440000,1.0,2,858.0000000000001,25.051247,55.212146,"Spacious and Bright Apt, Community View",,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Jacuzzi', 'Parking Spaces', 'Centrally Air-Conditioned', 'Storage Areas', 'Balcony or Terrace', 'Lobby in Building', 'Elevators in Building', 'Service Elevators', 'Completion Year: 2010', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Lawn or Garden', 'Waste Disposal', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2010,,512.8205128205127,1,0,0,0,0,0,0,0,0,0,,0,813.2859142247321,-36.94462133782794,good value
546,"https://www.bayut.com/property/details-5805738.html
",,Downtown Dubai,RP Heights,2974990,2.0,3,1856.0,25.194829,55.284438,"BURJ KHALIFA VIEW & ZABEEL VIEWS, VACANT !!!!",,"['Balcony or Terrace', 'Laundry Room']",0,,1602.9040948275865,1,0,0,0,0,0,1,0,0,0,,0,2356.7802755620014,-31.987546253315628,good value
549,"https://www.bayut.com/property/details-5786173.html
",,Culture Village,The Pearl,850000,2.0,3,955.0,25.228411,55.336134,"FOR SALE, SPACIOUS 2 BEDROOM, THE PEARL",Unfurnished,[],0,,890.0523560209424,0,0,0,0,0,0,0,0,0,0,,0,1506.186121570737,-40.90688107703815,good value
562,"https://www.bayut.com/property/details-5758958.html
",,Dubai Marina,Marina Park,880000,2.0,2,1204.0,25.068789,55.133426,"2BR Apartment in Dubai Marina, Rented with ROI",,[],0,,730.8970099667774,0,0,0,0,1,1,0,0,0,0,,0,1528.2555282555284,-52.1744239459038,great value
572,"https://www.bayut.com/property/details-5752834.html
",,Dubai Marina,Dream Towers,700000,1.0,2,786.0,25.070499420166,55.135601043701,"Motivated Seller, Well Maintained",Unfurnished,"['Furnished', 'Balcony or Terrace', 'Electricity Backup', 'Centrally Air-Conditioned', 'Furnished', 'Electricity Backup', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2009', 'Gym or Health Club', 'CCTV Security', '24 Hours Concierge']",2009,,890.5852417302799,0,0,0,0,0,0,0,0,0,1,,1,1524.779462290593,-41.59252116418185,good value
578,"https://www.bayut.com/property/details-5730460.html
",,Dubai Marina,Ocean Heights,1200000,1.0,2,1185.0,25.090678213447,55.148739419203,Spacious and Well-kept Unit w/ City View,,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Sauna', 'Parking Spaces', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2010', 'Gym or Health Club', 'Swimming Pool', 'Sauna', 'Steam Room', 'Kids Play Area', 'Barbeque Area', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2010,,1012.6582278481012,1,0,0,0,0,0,0,0,0,0,,0,1524.779462290593,-33.586577410556146,good value
592,"https://www.bayut.com/property/details-5769430.html
",,Dubai Marina,Marina Pinnacle,1250000,3.0,3,1583.0,25.08869934082,55.14820098877,"3BR Spacious, High Floor, Vacant",Unfurnished,"['Parking Spaces', 'Jacuzzi', 'Sauna', 'Steam Room', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2008', 'Jacuzzi', 'Sauna', 'Steam Room', 'Waste Disposal', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2008,,789.6399241945672,0,0,0,0,0,0,1,0,0,0,,0,1610.8247422680413,-50.97915350600127,great value
608,"https://www.bayut.com/property/details-5732457.html
",8 Boulevard Walk,Downtown Dubai,Mohammad Bin Rashid Boulevard,2000000,2.0,3,1726.0,25.191167,55.269865,"Community View, Mid Floor, Large Layout",,"['Balcony or Terrace', 'Swimming Pool', 'Centrally Air-Conditioned', 'Gym or Health Club', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Gym or Health Club', 'Swimming Pool', 'ATM Facility', '24 Hours Concierge']",0,,1158.7485515643104,1,0,0,0,0,0,0,0,0,0,,0,2356.7802755620014,-50.83340761208664,great value
625,"https://www.bayut.com/property/details-5751304.html
",Sobha Daffodil Wing A,Jumeirah Village Circle (JVC),Sobha Daffodil,450000,1.0,2,933.0,25.047142,55.206906,"Charming, Lively Home, Unfurnished, Vacant Now",Unfurnished,"['Balcony or Terrace', 'Parking Spaces: 1', 'Swimming Pool', 'Centrally Air-Conditioned', 'Parking Spaces: 1', 'Centrally Air-Conditioned', 'Central Heating', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Reception/Waiting Room', 'Gym or Health Club', 'Swimming Pool', 'Security Staff', 'CCTV Security']",0,,482.3151125401929,0,0,0,0,0,0,1,0,1,0,,0,813.2859142247321,-40.69550399136549,good value
631,"https://www.bayut.com/property/details-5707572.html
",,Dubai Marina,The Torch,920000,1.0,2,886.0000000000001,25.087900161743,55.147399902344,"Exclusive Listing, One Bedroom, VOT",Furnished,"['Furnished', 'Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Furnished', 'Parking Spaces', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2008', 'Swimming Pool', 'Sauna', 'Steam Room', 'Barbeque Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge']",2008,,1038.374717832957,0,0,0,0,0,0,0,0,0,0,,0,1524.779462290593,-31.90000629513574,good value
641,"https://www.bayut.com/property/details-5709355.html
",Burj Views A,Downtown Dubai,Burj Views,1100000,1.0,2,966.0,25.190199,55.281358,Stunning apartment in  DOWNTOWN/Great price/ ready to move in/,Unfurnished,[],0,,1138.7163561076604,0,0,0,0,0,0,0,0,0,0,,0,1938.8372968573603,-41.26808072274074,good value
654,"https://www.bayut.com/property/details-5690702.html
",Golden Mile 9,Palm Jumeirah,Golden Mile,1400000,1.0,2,1307.0,25.111828,55.140392,"Cheapest On The Market., Close To Mall, Rented",,[],0,,1071.1553175210406,0,0,1,0,0,1,0,0,0,0,,0,2158.894645941278,-50.3840856924254,great value
660,"https://www.bayut.com/property/details-5740303.html
",,Dubai Marina,The Torch,1200000,2.0,2,1258.0,25.087900161743,55.147399902344,"Exclusive 2 bed,Cheapest on the market, Rented",,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Jacuzzi', 'Parking Spaces', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Storage Areas', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2008', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Barbeque Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge']",2008,,953.8950715421304,0,0,1,0,0,1,0,0,0,0,,0,1528.2555282555284,-37.58275014185739,good value
666,"https://www.bayut.com/property/details-5680467.html
",,Dubai Marina,Elite Residence,890000,1.0,2,960.0,25.089626,55.148014,"Your Quiet Corner Inside of City Buzz, Call Now",Unfurnished,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Sauna', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Elevators in Building: 12', 'Completion Year: 2010', 'Prayer Room', 'Reception/Waiting Room', 'Gym or Health Club', 'Swimming Pool', 'Sauna', 'Day Care Center', 'Kids Play Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Business Center', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2010,,927.0833333333334,0,0,0,0,0,0,0,0,0,0,,0,1524.779462290593,-39.1988575226068,good value
700,"https://www.bayut.com/property/details-5661748.html
",,Jumeirah Village Circle (JVC),Pulse Smart Residence,495000,1.0,2,1499.0,25.063662,55.211623,"Urgent Sale 1BR, Large with Terrace, Near Mall",,"['Balcony or Terrace', 'Parking Spaces', 'Sauna', 'Steam Room', 'Parking Spaces', 'Central Heating', 'Balcony or Terrace', 'Gym or Health Club', 'Sauna', 'Steam Room', 'Kids Play Area', 'Business Center', 'Laundry Facility', 'Broadband Internet', 'ATM Facility']",0,,330.22014676450965,0,0,0,0,0,0,0,0,0,0,,0,813.2859142247321,-59.39679502757732,great value
713,"https://www.bayut.com/property/details-5692205.html
",,Dubai Marina,Marina Pinnacle,750000,1.0,1,791.0,25.08869934082,55.14820098877,Furnished Unit with Stunning Marina View,Furnished,"['Furnished', 'Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Furnished', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2008', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Waste Disposal', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2008,,948.1668773704172,1,0,0,0,0,0,0,0,1,0,,0,1499.6465182043125,-36.77397534281886,good value
718,"https://www.bayut.com/property/details-5682454.html
",,Dubai Studio City,GHAPH Studio,604301,1.0,2,3118.0000000000005,25.036406980166,55.236969841182,"Stunning 1BR, Modern Finishing, Vacant",,[],0,,193.8104554201411,0,0,0,0,0,0,1,0,0,0,,0,775.1899578347468,-74.99832738268557,great value
732,"https://www.bayut.com/property/details-5651801.html
",Amwaj 4,Jumeirah Beach Residence (JBR),Amwaj,1599950,2.0,3,1382.0000000000002,25.073214,55.131642,"Amazing Marina View, Fully Furnished, Vacant",Furnished,"['Furnished', 'Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Furnished', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Elevators in Building', 'Service Elevators', 'Completion Year: 2006', 'First Aid Medical Center', 'Gym or Health Club', 'Facilities for Disabled', 'Swimming Pool', 'Kids Play Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Business Center', 'Security Staff', 'CCTV Security', 'Laundry Room', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge', 'Freehold']",2006,,1157.7062228654122,1,0,0,0,0,0,1,0,1,0,,0,1708.0745341614906,-32.22156295224315,good value
733,"https://www.bayut.com/property/details-5633160.html
",South Ridge 5,Downtown Dubai,South Ridge Towers,2100000,2.0,2,1444.0000000000002,25.186948,55.278975,"Spacious 2 BR apartment, Community View, Rented",Unfurnished,"['Balcony or Terrace', 'Centrally Air-Conditioned', 'Central Heating', 'Kids Play Area', 'Centrally Air-Conditioned', 'Central Heating', 'Balcony or Terrace', 'Kids Play Area', 'Business Center', 'Intercom', 'ATM Facility']",0,,1454.293628808864,1,0,0,0,0,1,0,0,0,0,,0,2111.9718309859154,-31.14048173029053,good value
734,"https://www.bayut.com/property/details-5633100.html
",,Jumeirah Beach Residence (JBR),Al Fattan Marine Towers,3100000,3.0,5,2228.0,25.079069004534,55.136218070984,"Full Ocean View, Fitted Kitchen, Modern Design",Unfurnished,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Sauna', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Completion Year: 2006', 'Reception/Waiting Room', 'Gym or Health Club', 'Swimming Pool', 'Sauna', 'Steam Room', 'Kids Play Area', 'Lawn or Garden', 'Barbeque Area', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom']",2006,,1391.382405745063,1,0,0,0,0,0,0,0,0,0,,0,2220.7267833109017,-37.34562863826777,good value
741,"https://www.bayut.com/property/details-5658394.html
",,Jumeirah Village Circle (JVC),Fortunato,1200000,2.0,3,2494.0,25.066447,55.212973,"MAJESTIC 2 BEDROOMS DUPLEX,, GROUND FLOOR UNIT,, PRIVATE PARKING LOT,, CALL NOW!",Unfurnished,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Centrally Air-Conditioned', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2010', 'Gym or Health Club', 'Swimming Pool', 'Kids Play Area', 'Lawn or Garden', 'Waste Disposal', 'Maintenance Staff', 'Security Staff', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge']",2010,,481.1547714514836,0,0,0,0,0,0,0,0,0,0,,0,803.1369642171121,-40.09057073839114,good value
744,"https://www.bayut.com/property/details-5591825.html
",,Dubai Marina,Marina Pearl,950000,2.0,2,1151.0,25.069799423218,55.134300231934,"Stunning 2 Bed, Pool View, Pearl Tower",Furnished,"['Furnished', 'Parking Spaces', 'Electricity Backup', 'Centrally Air-Conditioned', 'Furnished', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Lobby in Building', 'Service Elevators', 'Waste Disposal', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",0,,825.3692441355344,1,0,0,0,0,0,0,0,0,0,,0,1528.2555282555284,-45.99271987730506,good value
747,"https://www.bayut.com/property/details-5661008.html
",,Jumeirah Village Circle (JVC),The Plaza Residences,470000,1.0,2,838.0000000000001,25.052817,55.20771,"Skyline View 1BHK, Superb Location, Well Maintained",Unfurnished,"['Balcony or Terrace', 'Parking Spaces: 1', 'Swimming Pool', 'Centrally Air-Conditioned', 'Parking Spaces: 1', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Reception/Waiting Room', 'Gym or Health Club', 'Swimming Pool', 'Kids Play Area', 'Lawn or Garden', 'Waste Disposal', 'Security Staff', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",0,,560.8591885441526,1,0,0,0,0,0,0,0,0,1,,1,813.2859142247321,-31.037882405870292,good value
